seller,region,leadtime
13166176405,MTCap,Std6
13166176405,MTInt,Std5
13166176405,PECap,Std6
13166176405,PICap,Std6
13166176405,PRCap,Std4
13166176405,PRInt,Std5
13166176405,RJCap,Std3
13166176405,RJInt,Std4
13166176405,RNInt,Std5
13166176405,RSCap,Std6
13166176405,RSInt,Std5
13166176405,SCCap,Std4
13166176405,SCInt,Std5
13166176405,SPCap,Std2
13166176405,SPInt,Std3
13169649902,AMCap,Std
13169649902,BACap,Std4
13169649902,DFCap,Std2
13169649902,ESInt,Std2
13169649902,GOInt,Std3
13169649902,MGCap,Std2
13169649902,MGInt,Std2
13169649902,PRInt,Std2
13169649902,RJCap,Std3
13169649902,RJInt,Std3
13169649902,RNInt,Std2
13169649902,ROInt,Std3
13169649902,RSInt,Std3
13169649902,SCInt,Std4
13169649902,SPCap,Std2
13169649902,SPInt,Std2
13170535002,ALCap,Std5
13170535002,CECap,Std5
13170535002,CEInt,Std5
13170535002,CEInt,Std3
13170535002,DFCap,Std5
13170535002,ESInt,Std5
13170535002,GOCap,Std3
13170535002,GOInt,Std4
13170535002,MACap,Std7
13170535002,MGInt,Std4
13170535002,MSInt,Std7
13170535002,MTInt,Std5
13170535002,PECap,Std5
13170535002,PEInt,Std5
13170535002,PRInt,Std6
13170535002,RJInt,Std4
13170535002,RNCap,Std5
13170535002,RNInt,Std7
13170535002,RSInt,Std5
13170535002,SECap,Std6
13170535002,SPCap,Std1
13170535002,SPInt,Std3
13207763902,DFCap,Std4
13207763902,RJCap,Std3
13207763902,RSInt,Std4
13207763902,SPCap,Std3
13207763902,SPCap,Std3
13207763902,SPInt,Std5
13207763902,SPInt,Std3
13316535415,BACap,Std6
13316535415,CECap,Std6
13316535415,CEInt,Std7
13316535415,DFCap,Std3
13316535415,ESInt,Std5
13316535415,GOCap,Std5
13316535415,GOInt,Std4
13316535415,MAInt,Std6
13316535415,MGCap,Std4
13316535415,MGInt,Std3
13316535415,MTInt,Std6
13316535415,PBInt,Std5
13316535415,PECap,Std5
13316535415,PEInt,Std5
13316535415,PICap,Std6
13316535415,PRCap,Std3
13316535415,PRInt,Std4
13316535415,RJCap,Std4
13316535415,RJInt,Std5
13316535415,RNInt,Std5
13316535415,RRCap,Std1
13316535415,RSCap,Std4
13316535415,RSInt,Std5
13316535415,SCCap,Std3
13316535415,SCInt,Std5
13316535415,SECap,Std6
13316535415,SEInt,Std6
13316535415,SPCap,Std2
13316535415,SPInt,Std2
13317787602,ACCap,Std6
13317787602,ALCap,Std4
13317787602,ALCap,Std6
13317787602,ALInt,Std
13317787602,AMCap,Std2
13317787602,BACap,Std4
13317787602,BACap,Std2
13317787602,BAInt,Std5
13317787602,BAInt,Std4
13317787602,CEInt,Std4
13317787602,CEInt,Std6
13317787602,DFCap,Std3
13317787602,DFCap,Std1
13317787602,ESInt,Std4
13317787602,GOCap,Std3
13317787602,GOInt,Std3
13317787602,MACap,Std5
13317787602,MAInt,Std6
13317787602,MAInt,Std6
13317787602,MGCap,Std3
13317787602,MGCap,Std3
13317787602,MGCap,Std7
13317787602,MGInt,Std3
13317787602,MGInt,Std3
13317787602,MTCap,Std3
13317787602,PACap,Std6
13317787602,PACap,Std6
13317787602,PAInt,Std5
13317787602,PAInt,Std7
13317787602,PBCap,Std5
13317787602,PBInt,Std6
13317787602,PECap,Std2
13317787602,PECap,Std1
13317787602,PEInt,Std3
13317787602,PEInt,Std2
13317787602,PICap,Std5
13317787602,PIInt,Std5
13317787602,PIInt,Std7
13317787602,PRCap,Std2
13317787602,PRInt,Std2
13317787602,PRInt,Std3
13317787602,RJCap,Std3
13317787602,RJCap,Std5
13317787602,RJInt,Std3
13317787602,RJInt,Std3
13317787602,RNCap,Std2
13317787602,RNInt,Std7
13317787602,RNInt,Std5
13317787602,ROCap,Std5
13317787602,ROInt,Std3
13317787602,ROInt,Std3
13317787602,RRCap,Std5
13317787602,RSCap,Std2
13317787602,RSCap,Std5
13317787602,RSInt,Std3
13317787602,SCCap,Std3
13317787602,SCInt,Std2
13317787602,SCInt,Std3
13317787602,SECap,Std4
13317787602,SEInt,Std6
13317787602,SPCap,Std1
13317787602,SPCap,Std1
13317787602,SPCap,Std1
13317787602,SPInt,Std3
13317787602,SPInt,Std3
13317787602,TOInt,Std5
13317787602,TOInt,Std3
13324826002,BACap,Std2
13324826002,ESInt,Std2
13324826002,PECap,Std3
13324826002,PRInt,Std2
13324826002,SCCap,Std1
13324826002,SCInt,Std3
13324826002,SPCap,Std3
13325404902,BAInt,Std5
13325404902,CECap,Std6
13325404902,DFCap,Std5
13325404902,GOCap,Std5
13325404902,GOInt,Std5
13325404902,MACap,Std6
13325404902,MGInt,Std5
13325404902,PICap,Std7
13325404902,PRInt,Std5
13325404902,RJCap,Std3
13325404902,RJInt,Std4
13325404902,RSInt,Std4
13325404902,SPCap,Std2
13325404902,SPInt,Std2
13331080502,MGInt,Std3
13331080502,RJCap,Std3
13331080502,RSCap,Std3
13331080502,RSInt,Std5
13331080502,SPCap,Std4
13331080502,SPInt,Std4
13331080502,TOCap,Std7
13342753502,BAInt,Std5
13342753502,CEInt,Std3
13342753502,MAInt,Std7
13342753502,PACap,Std5
13342753502,ROInt,Std7
13342753502,SPCap,Std1
13342753502,SPCap,Std1
13342753502,SPInt,Std1
13347873315,ACInt,Std6
13347873315,BACap,Std5
13347873315,BAInt,Std6
13347873315,CECap,Std4
13347873315,CECap,Std6
13347873315,DFCap,Std4
13347873315,ESCap,Std4
13347873315,ESInt,Std5
13347873315,GOCap,Std5
13347873315,GOInt,Std3
13347873315,MACap,Std7
13347873315,MGCap,Std4
13347873315,MGCap,Std3
13347873315,MGInt,Std3
13347873315,MGInt,Std4
13347873315,MTCap,Std6
13347873315,MTInt,Std6
13347873315,MTInt,Std6
13347873315,PAInt,Std
13347873315,PBCap,Std5
13347873315,PBInt,Std5
13347873315,PECap,Std7
13347873315,PEInt,Std5
13347873315,PIInt,Std5
13347873315,PRCap,Std3
13347873315,PRInt,Std4
13347873315,RJCap,Std5
13347873315,RJInt,Std3
13347873315,RJInt,Std3
13347873315,ROInt,Std5
13347873315,RSCap,Std4
13347873315,RSCap,Std5
13347873315,RSInt,Std5
13347873315,SCCap,Std5
13347873315,SCInt,Std3
13347873315,SEInt,Std6
13347873315,SPCap,Std2
13347873315,SPCap,Std3
13347873315,SPCap,Std2
13347873315,SPInt,Std2
13347873315,SPInt,Std2
13347873315,SPInt,Std2
13388760602,ALCap,Std5
13388760602,BACap,Std4
13388760602,CECap,Std4
13388760602,CEInt,Std7
13388760602,DFCap,Std3
13388760602,ESCap,Std2
13388760602,GOCap,Std3
13388760602,MGCap,Std2
13388760602,MGInt,Std2
13388760602,MSCap,Std5
13388760602,MTInt,Std
13388760602,PBCap,Std5
13388760602,PRCap,Std2
13388760602,PRInt,Std2
13388760602,RJCap,Std3
13388760602,RJInt,Std2
13388760602,RSInt,Std3
13388760602,SCCap,Std3
13388760602,SCInt,Std4
13388760602,SPCap,Std1
13388760602,SPInt,Std2
13397245002,DFCap,Std3
13397245002,MGInt,Std5
13397245002,RJCap,Std3
13397245002,SPCap,Std1
13401399002,PECap,Std5
13401399002,PRCap,Std2
13401399002,PRCap,Std4
13401399002,RJCap,Std1
13401399002,RSInt,Std3
13401399002,SPCap,Std3
13401399002,SPInt,Std3
13404796615,ACCap,Std6
13404796615,ALCap,Std5
13404796615,ALInt,Std6
13404796615,DFCap,Std4
13404796615,MGCap,Std5
13404796615,MGInt,Std5
13404796615,MTCap,Std7
13404796615,PAInt,Std6
13404796615,PEInt,Std6
13404796615,PRInt,Std5
13404796615,RJCap,Std5
13404796615,RJInt,Std4
13404796615,RNInt,Std5
13404796615,RSInt,Std3
13404796615,SEInt,Std4
13404796615,SPCap,Std3
13404796615,SPInt,Std4
13428391402,ACInt,Std6
13428391402,AMCap,Std7
13428391402,DFCap,Std5
13428391402,ESInt,Std5
13428391402,MAInt,Std4
13428391402,MGCap,Std3
13428391402,PAInt,Std
13428391402,PEInt,Std2
13428391402,PICap,Std5
13428391402,PRInt,Std4
13428391402,RJCap,Std4
13428391402,RJInt,Std5
13428391402,RSInt,Std5
13428391402,SEInt,Std5
13428391402,SPCap,Std3
13428391402,SPInt,Std2
13467590402,CEInt,Std6
13467590402,DFCap,Std3
13467590402,MGCap,Std5
13467590402,PRInt,Std3
13467590402,RJInt,Std4
13467590402,SPInt,Std5
13468763502,ALCap,Std5
13468763502,AMCap,Std3
13468763502,APCap,Std6
13468763502,BACap,Std5
13468763502,BAInt,Std4
13468763502,CECap,Std5
13468763502,CEInt,Std5
13468763502,DFCap,Std4
13468763502,ESCap,Std5
13468763502,ESInt,Std5
13468763502,GOCap,Std6
13468763502,GOInt,Std5
13468763502,MACap,Std6
13468763502,MGCap,Std3
13468763502,MGInt,Std4
13468763502,MSCap,Std5
13468763502,MSInt,Std5
13468763502,MTCap,Std5
13468763502,PACap,Std5
13468763502,PAInt,Std5
13468763502,PBCap,Std6
13468763502,PECap,Std4
13468763502,PEInt,Std5
13468763502,PICap,Std5
13468763502,PIInt,Std5
13468763502,PRCap,Std3
13468763502,PRInt,Std3
13468763502,RJCap,Std3
13468763502,RJInt,Std4
13468763502,RNCap,Std5
13468763502,RNInt,Std5
13468763502,ROCap,Std6
13468763502,ROInt,Std5
13468763502,RSCap,Std2
13468763502,RSInt,Std3
13468763502,SCCap,Std3
13468763502,SCInt,Std3
13468763502,SECap,Std6
13468763502,SPCap,Std3
13468763502,SPInt,Std4
13468763502,TOCap,Std3
13468763502,TOInt,Std4
13481136502,MGCap,Std5
13481136502,SPCap,Std3
13481738602,DFCap,Std5
13481738602,MGInt,Std5
13481738602,RJCap,Std3
13481738602,RJInt,Std4
13481738602,RNCap,Std5
13481738602,RSInt,Std5
13481738602,SCCap,Std5
13481738602,SPCap,Std1
13481738602,SPInt,Std3
13481738602,TOCap,Std5
13482551302,ALCap,Std3
13482551302,DFCap,Std2
13482551302,GOInt,Std4
13482551302,MGCap,Std1
13482551302,MGInt,Std2
13482551302,PBInt,Std3
13482551302,PRCap,Std3
13482551302,PRInt,Std2
13482551302,RJCap,Std3
13482551302,RJInt,Std3
13482551302,RSCap,Std5
13482551302,RSInt,Std1
13482551302,SCCap,Std1
13482551302,SCInt,Std3
13482551302,SPCap,Std2
13482551302,SPInt,Std2
13489046502,ALCap,Std5
13489046502,AMCap,Std3
13489046502,BACap,Std4
13489046502,BAInt,Std5
13489046502,CECap,Std6
13489046502,CEInt,Std6
13489046502,DFCap,Std4
13489046502,ESCap,Std5
13489046502,ESInt,Std6
13489046502,GOCap,Std4
13489046502,GOInt,Std5
13489046502,MACap,Std5
13489046502,MAInt,Std5
13489046502,MGCap,Std3
13489046502,MGInt,Std4
13489046502,MSCap,Std3
13489046502,MTInt,Std5
13489046502,PACap,Std6
13489046502,PAInt,Std6
13489046502,PBCap,Std5
13489046502,PECap,Std5
13489046502,PEInt,Std5
13489046502,PRCap,Std2
13489046502,PRInt,Std3
13489046502,RJCap,Std3
13489046502,RJInt,Std4
13489046502,RNCap,Std4
13489046502,RNInt,Std5
13489046502,RSCap,Std3
13489046502,RSInt,Std4
13489046502,SCCap,Std3
13489046502,SCInt,Std3
13489046502,SECap,Std4
13489046502,SPCap,Std2
13489046502,SPInt,Std3
13489046502,TOCap,Std5
13489046502,TOInt,Std5
13492309902,ALInt,Std2
13492309902,BACap,Std3
13492309902,CECap,Std6
13492309902,CEInt,Std7
13492309902,DFCap,Std3
13492309902,GOInt,Std5
13492309902,MAInt,Std7
13492309902,MGCap,Std2
13492309902,MGInt,Std3
13492309902,PAInt,Std6
13492309902,PBInt,Std7
13492309902,PIInt,Std6
13492309902,RJCap,Std1
13492309902,RJInt,Std1
13492309902,ROInt,Std5
13492309902,SCInt,Std5
13492309902,SECap,Std5
13492309902,SPCap,Std3
13492309902,SPCap,Std2
13492309902,SPInt,Std1
13529345202,BAInt,Std4
13529345202,CECap,Std4
13529345202,CEInt,Std5
13529345202,DFCap,Std3
13529345202,GOCap,Std5
13529345202,MAInt,Std5
13529345202,MGCap,Std5
13529345202,MGInt,Std4
13529345202,MTInt,Std4
13529345202,PACap,Std6
13529345202,PBInt,Std6
13529345202,PEInt,Std5
13529345202,PRCap,Std3
13529345202,PRInt,Std6
13529345202,RJCap,Std4
13529345202,RJInt,Std3
13529345202,ROInt,Std6
13529345202,RSInt,Std5
13529345202,SPCap,Std2
13529345202,SPInt,Std3
13617894015,BACap,Std3
13617894015,BAInt,Std5
13617894015,CECap,Std6
13617894015,DFCap,Std4
13617894015,ESCap,Std5
13617894015,GOCap,Std5
13617894015,GOInt,Std4
13617894015,MACap,Std6
13617894015,MGCap,Std3
13617894015,MGInt,Std5
13617894015,MSCap,Std6
13617894015,MSInt,Std5
13617894015,PBCap,Std4
13617894015,PICap,Std6
13617894015,PRCap,Std2
13617894015,PRInt,Std4
13617894015,RJCap,Std4
13617894015,RJInt,Std4
13617894015,RSCap,Std4
13617894015,RSInt,Std5
13617894015,SCCap,Std4
13617894015,SECap,Std5
13617894015,SPCap,Std3
13617894015,SPInt,Std3
13681276002,BACap,Std5
13681276002,BACap,Std5
13681276002,BAInt,Std5
13681276002,DFCap,Std4
13681276002,ESCap,Std5
13681276002,ESInt,Std5
13681276002,GOCap,Std5
13681276002,GOInt,Std5
13681276002,MACap,Std6
13681276002,MACap,Std6
13681276002,MAInt,Std6
13681276002,MGCap,Std3
13681276002,MGInt,Std4
13681276002,PRCap,Std3
13681276002,PRInt,Std4
13681276002,RJCap,Std4
13681276002,RJInt,Std4
13681276002,RSCap,Std4
13681276002,RSInt,Std5
13681276002,SCCap,Std5
13681276002,SCInt,Std5
13681276002,SPCap,Std3
13681276002,SPInt,Std3
13681276002,TOCap,Std5
13681276002,TOCap,Std5
13681276002,TOInt,Std6
13700387002,PAInt,Std7
13709275815,AMCap,Std
13709275815,DFCap,Std7
13709275815,GOCap,Std6
13709275815,PRCap,Std3
13709275815,PRInt,Std5
13709275815,RNInt,Std6
13709275815,SPCap,Std1
13836411205,ACCap,Std5
13836411205,AMCap,Std
13836411205,BACap,Std5
13836411205,BAInt,Std3
13836411205,CECap,Std6
13836411205,DFCap,Std3
13836411205,ESCap,Std6
13836411205,GOCap,Std7
13836411205,MGInt,Std4
13836411205,MSCap,Std5
13836411205,PACap,Std
13836411205,PRCap,Std3
13836411205,PRInt,Std3
13836411205,RJCap,Std5
13836411205,RJInt,Std3
13836411205,RNCap,Std5
13836411205,RSInt,Std5
13836411205,SECap,Std6
13836411205,SPCap,Std1
13836411205,SPInt,Std2
13874317002,DFCap,Std4
13874317002,PRCap,Std2
13874317002,RJInt,Std4
13874317002,SPCap,Std2
13874317002,SPInt,Std1
13876913202,ALCap,Std5
13876913202,ALCap,Std5
13876913202,ALInt,Std4
13876913202,ALInt,Std4
13876913202,AMCap,Std
13876913202,APCap,Std7
13876913202,APInt,Std7
13876913202,BACap,Std4
13876913202,BACap,Std4
13876913202,BAInt,Std5
13876913202,BAInt,Std5
13876913202,CECap,Std3
13876913202,CECap,Std5
13876913202,CEInt,Std5
13876913202,CEInt,Std5
13876913202,DFCap,Std5
13876913202,DFCap,Std5
13876913202,ESCap,Std5
13876913202,ESInt,Std5
13876913202,ESInt,Std4
13876913202,GOCap,Std5
13876913202,GOInt,Std5
13876913202,MACap,Std6
13876913202,MACap,Std5
13876913202,MAInt,Std6
13876913202,MGCap,Std5
13876913202,MGCap,Std5
13876913202,MGInt,Std5
13876913202,MGInt,Std5
13876913202,MSCap,Std6
13876913202,MSInt,Std6
13876913202,MTCap,Std7
13876913202,MTInt,Std7
13876913202,PACap,Std6
13876913202,PACap,Std7
13876913202,PAInt,Std7
13876913202,PBCap,Std2
13876913202,PBInt,Std2
13876913202,PBInt,Std5
13876913202,PBInt,Std3
13876913202,PECap,Std3
13876913202,PECap,Std3
13876913202,PEInt,Std4
13876913202,PEInt,Std3
13876913202,PICap,Std4
13876913202,PICap,Std5
13876913202,PIInt,Std7
13876913202,PRCap,Std4
13876913202,PRCap,Std4
13876913202,PRInt,Std6
13876913202,PRInt,Std5
13876913202,RJCap,Std5
13876913202,RJCap,Std5
13876913202,RJInt,Std6
13876913202,RJInt,Std5
13876913202,RNCap,Std3
13876913202,RNCap,Std3
13876913202,RNInt,Std4
13876913202,RNInt,Std3
13876913202,ROCap,Std7
13876913202,ROInt,Std5
13876913202,RSCap,Std5
13876913202,RSCap,Std5
13876913202,RSInt,Std5
13876913202,SCCap,Std6
13876913202,SCInt,Std5
13876913202,SECap,Std5
13876913202,SEInt,Std3
13876913202,SEInt,Std4
13876913202,SPCap,Std5
13876913202,SPCap,Std5
13876913202,SPInt,Std5
13876913202,SPInt,Std4
13876913202,TOCap,Std6
13876913202,TOInt,Std5
13876913202,TOInt,Std7
13891001905,SECap,Std7
13899648702,CECap,Std5
13899648702,MGCap,Std1
13899648702,MGInt,Std2
13899648702,RJCap,Std3
13976155302,CEInt,Std7
13976155302,RJInt,Std
13976155302,RNCap,Std2
13976155302,SCInt,Std4
13976155302,SPCap,Std2
13976155302,SPInt,Std2
13989698002,PRInt,Std5
13989698002,RJCap,Std5
13992261102,ALInt,Std6
13992261102,BAInt,Std3
13992261102,CECap,Std3
13992261102,DFCap,Std2
13992261102,MGCap,Std3
13992261102,MGInt,Std3
13992261102,MSInt,Std2
13992261102,RJCap,Std3
13992261102,RSCap,Std1
13992261102,SCInt,Std3
13992261102,SPCap,Std1
13992261102,SPCap,Std2
13992261102,SPCap,Std2
13992261102,SPInt,Std2
14014610102,BACap,Std5
14014610102,BACap,Std5
14014610102,DFCap,Std3
14014610102,DFCap,Std3
14014610102,GOInt,Std5
14014610102,MGCap,Std3
14014610102,MGInt,Std5
14014610102,MGInt,Std5
14014610102,MSInt,Std
14014610102,PBInt,Std5
14014610102,PECap,Std5
14014610102,PEInt,Std6
14014610102,PRCap,Std3
14014610102,PRInt,Std5
14014610102,PRInt,Std3
14014610102,RJCap,Std5
14014610102,RJCap,Std3
14014610102,RJInt,Std3
14014610102,RNCap,Std5
14014610102,RNInt,Std5
14014610102,ROInt,Std6
14014610102,RSCap,Std5
14014610102,RSInt,Std5
14014610102,SCInt,Std5
14014610102,SPCap,Std1
14014610102,SPCap,Std2
14014610102,SPInt,Std2
14014610102,TOCap,Std4
14106940502,AMCap,Std6
14106940502,APCap,Std
14106940502,BACap,Std5
14106940502,CECap,Std6
14106940502,DFCap,Std5
14106940502,GOCap,Std5
14106940502,MGCap,Std2
14106940502,MGInt,Std4
14106940502,MSCap,Std3
14106940502,MTInt,Std5
14106940502,PECap,Std5
14106940502,PRInt,Std1
14106940502,RJCap,Std3
14106940502,RJInt,Std3
14106940502,RNCap,Std3
14106940502,ROCap,Std4
14106940502,RSCap,Std3
14106940502,RSInt,Std4
14106940502,SCInt,Std3
14106940502,SPCap,Std3
14106940502,SPInt,Std3
14116712902,RJInt,Std4
14137989215,GOInt,Std4
14137989215,MGInt,Std3
14137989215,PRCap,Std4
14137989215,PRInt,Std2
14137989215,RJCap,Std3
14137989215,RJInt,Std3
14137989215,RSCap,Std3
14137989215,RSInt,Std5
14137989215,SCInt,Std3
14137989215,SPCap,Std2
14137989215,SPInt,Std3
14185359615,MGCap,Std4
14185359615,PRInt,Std2
14185359615,RJCap,Std3
14185359615,RNCap,Std4
14185359615,SPInt,Std5
14292818202,ALCap,Std6
14292818202,APCap,Std6
14292818202,BACap,Std6
14292818202,BAInt,Std5
14292818202,CECap,Std5
14292818202,CEInt,Std6
14292818202,DFCap,Std3
14292818202,GOCap,Std5
14292818202,MGInt,Std3
14292818202,PACap,Std6
14292818202,PAInt,Std5
14292818202,PBCap,Std6
14292818202,PBInt,Std4
14292818202,PEInt,Std4
14292818202,PRInt,Std1
14292818202,RJCap,Std5
14292818202,RJInt,Std3
14292818202,RNInt,Std5
14292818202,RRCap,Std
14292818202,RSCap,Std3
14292818202,RSInt,Std5
14292818202,SCInt,Std3
14292818202,SEInt,Std5
14292818202,SPCap,Std3
14292818202,SPInt,Std3
14337280425,MGInt,Std6
14337280425,PBCap,Std5
14337280425,PRInt,Std5
14337280425,SPInt,Std3
14352569215,ALCap,Std5
14352569215,CEInt,Std5
14352569215,GOInt,Std5
14352569215,MGCap,Std1
14352569215,MGInt,Std2
14352569215,PECap,Std4
14352569215,PEInt,Std4
14352569215,PRCap,Std3
14352569215,RJCap,Std2
14352569215,RJInt,Std1
14352569215,RSCap,Std6
14352569215,RSInt,Std5
14352569215,SPCap,Std1
14352569215,SPInt,Std1
14353981805,BACap,Std5
14353981805,BAInt,Std6
14353981805,CECap,Std5
14353981805,DFCap,Std3
14353981805,ESInt,Std
14353981805,MGInt,Std4
14353981805,MGInt,Std2
14353981805,MSCap,Std6
14353981805,PBCap,Std6
14353981805,PRCap,Std3
14353981805,PRInt,Std2
14353981805,RJCap,Std4
14353981805,RJCap,Std2
14353981805,RJInt,Std5
14353981805,RJInt,Std3
14353981805,RSCap,Std4
14353981805,RSInt,Std5
14353981805,RSInt,Std3
14353981805,RSInt,Std5
14353981805,SCInt,Std3
14353981805,SCInt,Std3
14353981805,SECap,Std5
14353981805,SPCap,Std1
14353981805,SPInt,Std3
14383297702,SPCap,Std1
14397146202,ACCap,Std6
14397146202,ALCap,Std5
14397146202,ALInt,Std4
14397146202,AMCap,Std4
14397146202,AMInt,Std7
14397146202,BACap,Std3
14397146202,BAInt,Std5
14397146202,CECap,Std5
14397146202,CEInt,Std5
14397146202,DFCap,Std4
14397146202,ESCap,Std5
14397146202,ESInt,Std5
14397146202,GOCap,Std5
14397146202,GOInt,Std4
14397146202,MACap,Std6
14397146202,MAInt,Std7
14397146202,MGCap,Std2
14397146202,MGInt,Std3
14397146202,MSCap,Std4
14397146202,MSInt,Std3
14397146202,MTCap,Std5
14397146202,MTInt,Std5
14397146202,PACap,Std6
14397146202,PAInt,Std7
14397146202,PBCap,Std5
14397146202,PBInt,Std6
14397146202,PECap,Std5
14397146202,PEInt,Std5
14397146202,PICap,Std5
14397146202,PIInt,Std7
14397146202,PRCap,Std3
14397146202,PRInt,Std4
14397146202,RJCap,Std3
14397146202,RJInt,Std4
14397146202,RNCap,Std5
14397146202,RNInt,Std6
14397146202,ROCap,Std5
14397146202,ROInt,Std6
14397146202,RSCap,Std4
14397146202,RSInt,Std4
14397146202,SCCap,Std3
14397146202,SCInt,Std4
14397146202,SECap,Std4
14397146202,SPCap,Std3
14397146202,SPInt,Std3
14426878402,ACCap,Std
14426878402,ALInt,Std6
14426878402,BACap,Std2
14426878402,BAInt,Std6
14426878402,GOInt,Std4
14426878402,MAInt,Std6
14426878402,MGInt,Std3
14426878402,MSCap,Std4
14426878402,PIInt,Std5
14426878402,PRInt,Std3
14426878402,SPCap,Std3
14472016702,ACCap,Std7
14472016702,ALCap,Std5
14472016702,ALInt,Std6
14472016702,AMCap,Std3
14472016702,BACap,Std4
14472016702,BAInt,Std5
14472016702,CECap,Std6
14472016702,CEInt,Std6
14472016702,DFCap,Std3
14472016702,ESCap,Std4
14472016702,ESInt,Std4
14472016702,GOCap,Std3
14472016702,GOInt,Std4
14472016702,MACap,Std5
14472016702,MAInt,Std5
14472016702,MGCap,Std3
14472016702,MGInt,Std4
14472016702,MSCap,Std3
14472016702,MSInt,Std4
14472016702,MTInt,Std5
14472016702,PACap,Std6
14472016702,PAInt,Std7
14472016702,PBCap,Std6
14472016702,PBInt,Std5
14472016702,PECap,Std4
14472016702,PEInt,Std3
14472016702,PICap,Std5
14472016702,PIInt,Std5
14472016702,PRCap,Std3
14472016702,PRInt,Std4
14472016702,RJCap,Std2
14472016702,RJInt,Std3
14472016702,RNCap,Std5
14472016702,RNInt,Std5
14472016702,ROCap,Std5
14472016702,RRCap,Std5
14472016702,RSCap,Std3
14472016702,RSInt,Std4
14472016702,SCCap,Std3
14472016702,SCInt,Std4
14472016702,SECap,Std5
14472016702,SPCap,Std3
14472016702,SPInt,Std4
14472016702,TOCap,Std6
14473118702,ALCap,Std6
14473118702,AMCap,Std5
14473118702,AMInt,Std6
14473118702,APCap,Std6
14473118702,BACap,Std5
14473118702,BACap,Std5
14473118702,BACap,Std4
14473118702,BAInt,Std6
14473118702,BAInt,Std6
14473118702,BAInt,Std5
14473118702,CECap,Std6
14473118702,CECap,Std6
14473118702,CEInt,Std6
14473118702,CEInt,Std6
14473118702,DFCap,Std5
14473118702,ESCap,Std5
14473118702,ESInt,Std6
14473118702,GOCap,Std6
14473118702,GOInt,Std6
14473118702,MACap,Std7
14473118702,MAInt,Std7
14473118702,MGCap,Std6
14473118702,MGCap,Std5
14473118702,MGInt,Std6
14473118702,MGInt,Std6
14473118702,MSCap,Std5
14473118702,MSInt,Std5
14473118702,MTCap,Std7
14473118702,MTInt,Std6
14473118702,PACap,Std7
14473118702,PAInt,Std7
14473118702,PAInt,Std7
14473118702,PAInt,Std6
14473118702,PBCap,Std5
14473118702,PBCap,Std6
14473118702,PBInt,Std7
14473118702,PBInt,Std5
14473118702,PBInt,Std7
14473118702,PECap,Std5
14473118702,PECap,Std6
14473118702,PEInt,Std6
14473118702,PEInt,Std6
14473118702,PEInt,Std6
14473118702,PICap,Std5
14473118702,PICap,Std6
14473118702,PIInt,Std7
14473118702,PIInt,Std7
14473118702,PRCap,Std6
14473118702,PRCap,Std5
14473118702,PRInt,Std6
14473118702,PRInt,Std6
14473118702,RJCap,Std5
14473118702,RJCap,Std5
14473118702,RJInt,Std6
14473118702,RJInt,Std5
14473118702,RNCap,Std6
14473118702,RNInt,Std7
14473118702,RNInt,Std6
14473118702,RNInt,Std7
14473118702,ROCap,Std6
14473118702,ROInt,Std6
14473118702,ROInt,Std6
14473118702,RRCap,Std
14473118702,RSCap,Std6
14473118702,RSInt,Std5
14473118702,RSInt,Std5
14473118702,SCCap,Std4
14473118702,SCCap,Std5
14473118702,SCCap,Std4
14473118702,SCInt,Std5
14473118702,SCInt,Std3
14473118702,SCInt,Std5
14473118702,SECap,Std6
14473118702,SEInt,Std6
14473118702,SPCap,Std5
14473118702,SPCap,Std4
14473118702,SPCap,Std5
14473118702,SPInt,Std5
14473118702,SPInt,Std5
14473118702,TOCap,Std6
14473118702,TOInt,Std6
14491398002,AMCap,Std
14491398002,CECap,Std5
14491398002,MTInt,Std5
14491398002,SCInt,Std6
14570506202,MGCap,Std3
14570506202,SPInt,Std3
14593808002,AMCap,Std3
14593808002,CECap,Std4
14593808002,MGCap,Std1
14593808002,MGInt,Std4
14593808002,PRCap,Std2
14593808002,PRInt,Std4
14593808002,RJCap,Std3
14593808002,RJInt,Std5
14593808002,RNInt,Std5
14593808002,RSCap,Std3
14593808002,SPCap,Std2
14593808002,SPInt,Std4
14611642125,MGInt,Std2
14622811705,ESInt,Std2
14622811705,GOInt,Std4
14622811705,MGCap,Std3
14622811705,MGInt,Std4
14622811705,MTCap,Std2
14622811705,PBCap,Std6
14622811705,PEInt,Std4
14622811705,PICap,Std6
14622811705,PRCap,Std2
14622811705,RJInt,Std5
14622811705,RNCap,Std4
14622811705,RNInt,Std5
14622811705,SPInt,Std4
14635031002,DFCap,Std3
14635031002,MGCap,Std3
14635031002,MGInt,Std4
14635031002,MGInt,Std3
14635031002,PEInt,Std6
14635031002,RJCap,Std4
14635031002,RSInt,Std5
14635031002,SPCap,Std3
14635031002,SPCap,Std3
14635031002,SPInt,Std5
14697669402,ACCap,Std6
14697669402,ACInt,Std7
14697669402,ALCap,Std5
14697669402,ALInt,Std6
14697669402,AMCap,Std4
14697669402,AMInt,Std6
14697669402,APCap,Std6
14697669402,APInt,Std6
14697669402,BACap,Std5
14697669402,BAInt,Std6
14697669402,CECap,Std6
14697669402,CEInt,Std6
14697669402,DFCap,Std4
14697669402,ESCap,Std6
14697669402,ESInt,Std5
